event_id,source_file,source_sheet,expiration_year,tenant,address,city,state,sf_range_visible,leased_sf,expiration_date,expiration_basis,transaction_quarter,transaction_type,starting_rent_psf,free_rent,ti_value_psf,execution_date,source_batch,source_screenshot,notes,building_id,match_status,matched_property_name,dashboard_include
BD-Master-BD-upload-2,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,MSE,121 Whittendale Drive,Moorestown,NJ,"144,544 SqFt",144544,2027-03-01,Visible,,,,,,,2027 screenshots,1,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-3,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Mark Anthony Brands,942 Memorial Parkway,Phillipsburg,NJ,400-450K SqFt,425000,2027-03-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,1,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-4,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Trionics,300 International Drive,Budd Lake,NJ,150-200K SqFt,175000,2027-03-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,1,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-5,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Wesco Aircraft Holdings,100-124 Capital Road,Pittston,PA,150-200K SqFt,175000,2027-03-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,1,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-8,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,GXO Logistics,6111 Grayson Road,Harrisburg,PA,"301,600 SqFt",301600,2027-03-25,Visible,,,,,,,2027 screenshots,1,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-9,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Lowe's,325 Centerpoint Boulevard,Pittston,PA,700-750K SqFt,725000,2027-03-25,Estimated from nearest visible date on page,,,,,,,2027 screenshots,1,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-12,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Carbel,1520 Van Buren Road,Easton,PA,100-150K SqFt,125000,2027-03-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,1,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-18,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Ashley Furniture,50 Keystone Boulevard,Pottsville,PA,100-150K SqFt,125000,2027-04-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,2,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-19,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Goodman Distribution Inc.,136 Talmadge Road,Edison,NJ,100-150K SqFt,125000,2027-04-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,2,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-20,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,ICS,100 Friars Boulevard,West Deptford,NJ,"180,000 SqFt",180000,2027-04-01,Visible,,,,,,,2027 screenshots,2,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-25,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Hudson's Bay Co.,25 Keystone Boulevard,Pottsville,PA,"618,000 SqFt",618000,2027-04-15,Visible,,,,,,,2027 screenshots,2,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-28,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Automann USA,400 Docks Corner Road,Monroe Township,NJ,"365,400 SqFt",365400,2027-04-30,Visible,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-36,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Ryder,100 Gloucester Court,Swedesboro,NJ,150-200K SqFt,175000,2027-04-30,Estimated from nearest visible date on page,,,,,,,2027 screenshots,2,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-39,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,BASF Chemicals,450 Clark Drive,Budd Lake,NJ,150-200K SqFt,175000,2027-05-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-40,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Crowe Transportation,47 Industrial Road,Elizabethtown,PA,"111,375 SqFt",111375,2027-05-01,Visible,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-41,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Eastern Trading,1203 South River Road,Cranbury,NJ,200-250K SqFt,225000,2027-05-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-47,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,"Sub-Zero Freezer Company, Inc.",2675 Kuser Road,Hamilton,NJ,300-350K SqFt,325000,2027-05-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-49,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,White Claw,942 Memorial Parkway,Phillipsburg,NJ,400-450K SqFt,425000,2027-05-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-51,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Bedabox,275 Centerpoint Boulevard,Jenkins,PA,250-300K SqFt,275000,2027-05-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,4,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-52,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Hudsons Bay,25 Keystone Boulevard,Pottsville,PA,"292,592 SqFt",292592,2027-05-31,Visible,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-53,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Parksite,621 US Highway 1,North Brunswick,NJ,100-150K SqFt,125000,2027-05-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,4,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-54,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Quaker Oats,20-40 Harry Shupe Boulevard,Wharton,NJ,400-450K SqFt,425000,2027-05-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,3,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-56,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Union Beverage Packers,750 Union Avenue,Union,NJ,100-150K SqFt,125000,2027-05-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,4,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-57,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Clutter,2471 Old York Road,Bordentown,NJ,"434,250 SqFt",434250,2027-06-29,Visible,,,,,,,2027 screenshots,4,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-64,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,DriveTime Car Sales Company,1381 South Pennsylvania Avenue,Morrisville,PA,100-150K SqFt,125000,2027-06-30,Estimated from nearest visible date on page,,,,,,,2027 screenshots,5,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-67,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,LC Logistics Services,44-46 Station Road,Cranbury,NJ,300-350K SqFt,325000,2027-06-30,Estimated from nearest visible date on page,,,,,,,2027 screenshots,5,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-71,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,RAB Lighting,2615 U.S. 130,South Brunswick,NJ,250-300K SqFt,275000,2027-06-30,Estimated from nearest visible date on page,,,,,,,2027 screenshots,4,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-77,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Farren International,1881 US Highway 46,Ledgewood,NJ,400-450K SqFt,425000,2027-07-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,5,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-78,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Lasco,500-548 Keystone Avenue,Pittston,PA,200-250K SqFt,225000,2027-07-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,5,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-79,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Wayfair,44-46 Station Road,Cranbury,NJ,"310,937 SqFt",310937,2027-07-31,Visible,,,,,,,2027 screenshots,5,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-83,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Pacific Logistics,111 Interstate Boulevard,Jamesburg,NJ,200-250K SqFt,225000,2027-08-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,5,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-87,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Berry Global Group,34 Engelhard Drive,Monroe Township,NJ,"203,404 SqFt",203404,2027-08-31,Visible,,,,,,,2027 screenshots,6,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-92,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,DSM,45 Waterview Boulevard,Parsippany,NJ,100-150K SqFt,125000,2027-08-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,6,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-96,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Summit Supply Group,6461 Snowdrift Road,Allentown,PA,100-150K SqFt,125000,2027-09-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,6,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-98,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Continental Terminals,200 Middlesex Avenue,Carteret,NJ,400-450K SqFt,425000,2027-09-19,Estimated from nearest visible date on page,,,,,,,2027 screenshots,6,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-99,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Performance Team,20 Tower Road,Dayton,NJ,"167,812 SqFt",167812,2027-09-19,Visible,,,,,,,2027 screenshots,6,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-104,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Quality Packaging Specialists International,240 U.S. 130,Burlington,NJ,"253,723 SqFt",253723,2027-10-01,Visible,,,,,,,2027 screenshots,6,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-106,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,GXO Logistics,2353 U.S. 130,South Brunswick,NJ,150-200K SqFt,175000,2027-10-22,Estimated from nearest visible date on page,,,,,,,2027 screenshots,6,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-109,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Box On Demand,53 Commerce Drive,Reading,PA,100-150K SqFt,125000,2027-10-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-110,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,CIRRO Fulfillment,243 US Highway 130,Bordentown,NJ,700-750K SqFt,725000,2027-10-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-111,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,FedEx,80 Raritan Center Parkway,Edison,NJ,"111,743 SqFt",111743,2027-10-31,Visible,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-112,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,GXO Logistics,2349 U.S. 130,South Brunswick,NJ,"294,480 SqFt",294480,2027-10-31,Visible,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-113,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Linemart,20-40 Harry Shupe Boulevard,Wharton,NJ,150-200K SqFt,175000,2027-10-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-114,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,R.J. Schinner,3863 Courtney Street,Bethlehem,PA,150-200K SqFt,175000,2027-10-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-115,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,RAAS Warehouse,75 Lackawanna Avenue,Parsippany,NJ,100-150K SqFt,125000,2027-10-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-116,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Rema Foods,2353 U.S. 130,South Brunswick,NJ,300-350K SqFt,325000,2027-10-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,7,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-124,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,BMW North America,3819 Prologis Parkway,Easton,PA,"870,000 SqFt",870000,2027-11-30,Visible,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-125,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Champion Services,2165 Center Square Road,Swedesboro,NJ,"123,962 SqFt",123962,2027-11-30,Visible,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-127,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Elogistics,1179 Florence Columbus Road,Fieldsboro,NJ,700-750K SqFt,725000,2027-11-30,Estimated from nearest visible date on page,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-129,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,The Shekia Group Cabinets,255 Clearview Road,Edison,NJ,100-150K SqFt,125000,2027-11-30,Estimated from nearest visible date on page,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-130,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,American Tire Distributors,100 Commerce Boulevard,Blakeslee,PA,1-2M SqFt,1500000,2027-12-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-131,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Citiside,40 Saw Mill Pond Road,Edison,NJ,100-150K SqFt,125000,2027-12-01,Estimated from nearest visible date on page,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-140,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,United Distribution Services,1365 Lamberton Road,Trenton,NJ,350-400K SqFt,375000,2027-12-12,Estimated from nearest visible date on page,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-141,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,United Legwear,505 State Route 33,Millstone Township,NJ,200-250K SqFt,225000,2027-12-12,Estimated from nearest visible date on page,,,,,,,2027 screenshots,8,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-142,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,A. Duie Pyle,1 Geoffrey Drive,Fairless Hills,PA,"415,000 SqFt",415000,2027-12-31,Visible,,,,,,,2027 screenshots,9,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-144,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Apparel Distribution,31-51 Saw Mill Pond Road,Edison,NJ,150-200K SqFt,175000,2027-12-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,9,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-147,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Fuji Film,1100 King Georges Post Road,Edison,NJ,100-150K SqFt,125000,2027-12-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,9,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-153,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Lasar Logistics,351 Herrod Boulevard,Dayton,NJ,350-400K SqFt,375000,2027-12-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,9,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-156,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2027,Talisker,20-40 Harry Shupe Boulevard,Wharton,NJ,150-200K SqFt,175000,2027-12-31,Estimated from nearest visible date on page,,,,,,,2027 screenshots,9,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-161,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Walgreens,3850 Prologis Parkway,Easton,PA,"645,000 SqFt",645000,2028-01-12,Visible,2021 - Q1,Renewal,5.95,0m,1.75,2021-01-13,2028 screenshots,2028-01,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-162,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Colart,2 Corporate Place South,Piscataway,NJ,150-200K SqFt,175000,2028-01-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-167,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Kuehne + Nagel,200 Ridge Road,Piscataway,NJ,150-200K SqFt,175000,2028-01-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-01,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-168,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Logoplaste,320 Stewart Road,Hanover Township,PA,100-150K SqFt,125000,2028-01-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-169,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Nimble Robotics,105 Elbow Lane,Burlington,NJ,"131,700 SqFt",131700,2028-01-31,Visible,2022 - Q4,New Lease,12.15,3m,1.0,2022-10-01,2028 screenshots,2028-01,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-172,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Scotts Miracle-Gro Company,942 Memorial Parkway,Phillipsburg,NJ,150-200K SqFt,175000,2028-01-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-175,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Experior Global,2000 Marketplace Boulevard,Hamilton Township,NJ,250-300K SqFt,275000,2028-02-26,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-176,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Express Scripts,2040 Route 130,Burlington,NJ,"253,732 SqFt",253732,2028-02-26,Visible,2023 - Q4,Renewal,13.95,,0.0,2023-10-26,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-Master-BD-upload-179,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,Master BD upload,2028,Alba Wines,220 Meadow Road,Edison,NJ,100-150K SqFt,125000,2028-02-29,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
