event_id,source_file,source_sheet,expiration_year,tenant,address,city,state,sf_range_visible,leased_sf,expiration_date,expiration_basis,transaction_quarter,transaction_type,starting_rent_psf,free_rent,ti_value_psf,execution_date,source_batch,source_screenshot,notes,building_id,match_status,matched_property_name,dashboard_include
BD-2028-extraction-only-15,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Scotts Miracle-Gro Company,942 Memorial Parkway,Phillipsburg,NJ,150-200K SqFt,175000,2028-01-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-18,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Experior Global,2000 Marketplace Boulevard,Hamilton Township,NJ,250-300K SqFt,275000,2028-02-26,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-19,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Express Scripts,2040 Route 130,Burlington,NJ,"253,732 SqFt",253732,2028-02-26,Visible,2023 - Q4,Renewal,13.95,,0.0,2023-10-26,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-22,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Alba Wines,220 Meadow Road,Edison,NJ,100-150K SqFt,125000,2028-02-29,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-25,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,GXO Logistics,321 Herrod Boulevard,Dayton,NJ,"610,949 SqFt",610949,2028-02-29,Visible,2023 - Q1,New Lease,13.75,0m,0.0,2023-03-01,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-26,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,JCR Logistics,505 State Route 33,Millstone Township,NJ,200-250K SqFt,225000,2028-02-29,Estimated from nearest visible sorted expiration date on page,2025 - Q4,New Lease,,,,,2028 screenshots,2028-02,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-28,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Packaging & Distribution Resources,60 Saw Mill Pond Road,Edison,NJ,100-150K SqFt,125000,2028-02-29,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-36,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Consolidated Container,407 Heron Drive,Swedesboro,NJ,100-150K SqFt,125000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-04,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-38,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Lutron Electronics Co.,6540 Stonegate Drive,Allentown,PA,100-150K SqFt,125000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-04,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-40,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,One Stop Logistics,83 Stults Road,Dayton,NJ,350-400K SqFt,375000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-42,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,S&D Transfer Logistics,2615 U.S. 130,South Brunswick,NJ,100-150K SqFt,125000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-04,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-43,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Sears Holdings,1055 Hanover Street,Hanover Township,PA,1-2M SqFt,1500000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-44,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Sears Holdings,400 First Avenue,Gouldsboro,PA,1-2M SqFt,1500000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-04,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-46,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Taylor Farms,407 Heron Drive,Swedesboro,NJ,250-300K SqFt,275000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-48,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Williams Sonoma,40 Sigle Lane,Dayton,NJ,1-2M SqFt,1500000,2028-04-03,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-49,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Zenith Logistics (Amazon),201 Oak Grove Road,Woolwich Township,NJ,300-350K SqFt,325000,2028-04-03,Estimated from nearest visible sorted expiration date on page,2026 - Q1,Renewal,,,,,2028 screenshots,2028-03,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-52,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Grove Collaborative,35 Conewago Road,Elizabethtown,PA,100-150K SqFt,125000,2028-04-28,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-04,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-55,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Peloton Group,100 Essex Avenue East,Avenel,NJ,100-150K SqFt,125000,2028-04-28,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-04,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-56,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Summit Packaging,17 South Middlesex Avenue,Monroe,NJ,150-200K SqFt,175000,2028-04-28,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-04,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-57,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Bentley Labs,5 New Brunswick Avenue,Perth Amboy,NJ,100-150K SqFt,125000,2028-05-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-05,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-58,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,CNC Associates,303 Helen Street,South Plainfield,NJ,100-150K SqFt,125000,2028-05-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-05,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-60,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Coaster Fine Furniture,45 Stults Road,Dayton,NJ,250-300K SqFt,275000,2028-05-31,Estimated from nearest visible sorted expiration date on page,2026 - Q1,Renewal,,,,,2028 screenshots,2028-05,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-63,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,List Logistics,703 Bartley Chester Road,Flanders,NJ,800-850K SqFt,825000,2028-05-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-05,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-66,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,US Hydrations,100-170 Patriot Drive,Pittston,PA,400-450K SqFt,425000,2028-05-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-05,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-67,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Wayfair,18 Hightstown-Cranbury Station Road,East Windsor,NJ,1-2M SqFt,1500000,2028-05-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-05,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-68,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,DeWell Company,244 Belmont Drive,Franklin Township,NJ,150-200K SqFt,175000,2028-06-30,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-05,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-69,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Halls Warehouse,5 Access Road,Piscataway Township,NJ,250-300K SqFt,275000,2028-06-30,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-06,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-79,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Awesung,1 Broadway Road,Cranbury,NJ,150-200K SqFt,175000,2028-07-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-06,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-81,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Moroccan Oil,1265 Cranbury South River Road,Cranbury,NJ,100-150K SqFt,125000,2028-07-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-06,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-83,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,J & K Cabinetry,111 Mount Holly By Pass,Lumberton,NJ,100-150K SqFt,125000,2028-07-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-06,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-85,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Performance Team,950 Mount Holly Road,Burlington,NJ,"939,918 SqFt",939918,2028-07-31,Visible,2023 - Q2,New Lease,13.65,,3.0,2023-06-28,2028 screenshots,2028-06,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-86,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,United Way Logistics,100 Essex Avenue East,Avenel,NJ,100-150K SqFt,125000,2028-07-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-06,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-89,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Just Logistics,321 Herrod Boulevard,Dayton,NJ,100-150K SqFt,125000,2028-08-01,Estimated from nearest visible sorted expiration date on page,2026 - Q1,,,,,,2028 screenshots,2028-07,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-90,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,ShipNetwork,407 Stony Creek Road,Sugarloaf,PA,100-150K SqFt,125000,2028-08-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-07,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-92,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,WP Ground,321 Herrod Boulevard,Dayton,NJ,100-150K SqFt,125000,2028-08-01,Estimated from nearest visible sorted expiration date on page,2026 - Q1,New Lease,,,,,2028 screenshots,2028-07,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-96,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Chewy,600 New Commerce Boulevard,Wilkes-Barre,PA,800-850K SqFt,825000,2028-09-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-07,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-98,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,RAM Industries,100 Essex Avenue East,Avenel,NJ,100-150K SqFt,125000,2028-09-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-07,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-101,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,NFI Industries,100 Saw Mill Pond Road,Edison,NJ,"269,362 SqFt",269362,2028-09-12,Visible,2023 - Q3,Renewal,15.5,,,2023-09-29,2028 screenshots,2028-07,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-104,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,HABR Logistic,303 Helen Street,South Plainfield,NJ,"117,875 SqFt",117875,2028-09-29,Visible,2026 - Q2,New Lease,14.5,1m,,2026-04-29,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-105,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Home Depot,100 Riverside Drive,Keasbey,NJ,450-500K SqFt,475000,2028-09-29,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-107,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,XPO Logistics,115 Interstate Boulevard,Monroe Township,NJ,500-550K SqFt,525000,2028-09-29,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-109,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,"Rational Creation Company, LTD",115 Mount Holly Bypass,Township of Lumberton,NJ,100-150K SqFt,125000,2028-09-30,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-110,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,USTC,225 Raritan Center Parkway,Edison,NJ,150-200K SqFt,175000,2028-09-30,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-113,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Felix Storch,569 Halls Mill Road,Freehold,NJ,100-150K SqFt,125000,2028-10-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-114,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Penske Logistics,2201 Cabot Boulevard West,Langhorne,PA,"102,350 SqFt",102350,2028-10-01,Visible,2023 - Q3,Renewal,11.1,0m,0.0,2023-07-01,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-116,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Lehigh Consumer Products,7185 Ambassador Drive,Allentown,PA,"112,200 SqFt",112200,2028-10-15,Visible,2018 - Q2,New Lease,6.0,,,2018-04-01,2028 screenshots,2028-09,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-117,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Lollipop,150 Meister Avenue,Branchburg,NJ,150-200K SqFt,175000,2028-10-15,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-09,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-118,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Priority Tire,1436 Eck Road,Allentown,PA,100-150K SqFt,125000,2028-10-15,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-08,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-121,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Banneker Supply Chain Solutions,313 Waterloo Valley Road,Budd Lake,NJ,150-200K SqFt,175000,2028-11-07,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-09,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-123,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,CIRRO Fulfillment,1170 Florence Columbus Road,Bordentown,NJ,250-300K SqFt,275000,2028-11-07,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-09,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-124,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Closeout Surplus & Savings,35 Love Lane,Netcong,NJ,150-200K SqFt,175000,2028-11-07,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-09,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-127,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Maersk,100 Rhawn Street,Riverside,NJ,"939,918 SqFt",939918,2028-11-07,Visible,2023 - Q2,New Lease,13.65,1m,2.0,2023-06-07,2028 screenshots,2028-09,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-129,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Rehrig Logistics,32 Earth Conservancy Drive,Ashley,PA,100-150K SqFt,125000,2028-11-07,Estimated from nearest visible sorted expiration date on page,2025 - Q3,Renewal,,,,,2028 screenshots,2028-09,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-132,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Packaging & Distribution Resources,40 Saw Mill Pond Road,Edison,NJ,100-150K SqFt,125000,2028-11-15,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-10,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-135,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Amcor,2411 Kistler Court,Kutztown,PA,"105,000 SqFt",105000,2028-11-30,Visible,2023 - Q3,New Lease,11.44,2m,8.0,2023-09-01,2028 screenshots,2028-10,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-136,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Computershare,118 Fernwood Avenue,Edison,NJ,100-150K SqFt,125000,2028-11-30,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-10,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-140,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,UPS,401 Quality Circle,Harrisburg,PA,"324,000 SqFt",324000,2028-11-30,Visible,2018 - Q4,Renewal,4.7,0m,5.0,2018-12-01,2028 screenshots,2028-10,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-142,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Continental Automotive Services,6755 Snowdrift Road,Allentown,PA,100-150K SqFt,125000,2028-12-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-11,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-145,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Modway Furniture,329-359 Wyckoff Mills Road,East Windsor,NJ,600-650K SqFt,625000,2028-12-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-10,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-146,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,PODS,1460 Eck Road,Allentown,PA,100-150K SqFt,125000,2028-12-01,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-10,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-151,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Pandion,110 West Pumping Station Road,Quakertown,PA,100-150K SqFt,125000,2028-12-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-11,,,Unmatched to 150K master building,,False
BD-2028-extraction-only-152,CompStak Export_2027_2028_BD_Prospects over 100k(3).xlsx,2028 extraction only,2028,Restaurant Depot,43 Stults Road,Dayton,NJ,100-150K SqFt,125000,2028-12-31,Estimated from nearest visible sorted expiration date on page,,,,,,,2028 screenshots,2028-11,,,Unmatched to 150K master building,,False
